Date,Bar Name,Brand Name,consumed_ml,purchase_ml,opening_balance_ml,closing_balance_ml,n_transactions,is_observed_day,dayofweek,is_weekend,Alcohol Type
2023-04-06,Brown's Bar,Sutter Home,0.0,0.0,9.2370555648813e-14,9.2370555648813e-14,1,True,3,0,Wine
2023-04-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-04-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-04-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-04-10,Brown's Bar,Sutter Home,0.0,0.0,9.2370555648813e-14,9.2370555648813e-14,1,True,0,0,Wine
2023-04-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-04-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-04-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-04-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-04-15,Brown's Bar,Sutter Home,0.0,0.0,9.2370555648813e-14,9.2370555648813e-14,1,True,5,1,Wine
2023-04-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-04-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-04-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-04-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-04-20,Brown's Bar,Sutter Home,371.02,1984.46,9.2370555648813e-14,1613.44,1,True,3,0,Wine
2023-04-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-04-22,Brown's Bar,Sutter Home,349.19,0.0,1613.44,1264.25,1,True,5,1,Wine
2023-04-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-04-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-04-25,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-04-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-04-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-04-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-04-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-04-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-05-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-05-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-05-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-05-04,Brown's Bar,Sutter Home,322.52,0.0,1264.25,941.73,1,True,3,0,Wine
2023-05-05,Brown's Bar,Sutter Home,122.3,0.0,941.73,819.43,1,True,4,1,Wine
2023-05-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-05-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-05-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-05-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-05-10,Brown's Bar,Sutter Home,594.05,587.53,819.43,812.91,1,True,2,0,Wine
2023-05-11,Brown's Bar,Sutter Home,557.85,0.0,812.91,255.06,1,True,3,0,Wine
2023-05-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-05-13,Brown's Bar,Sutter Home,244.71,1582.33,255.06,1592.67999999999,1,True,5,1,Wine
2023-05-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-05-15,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-05-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-05-17,Brown's Bar,Sutter Home,172.04,1699.43,1592.67999999999,3120.06999999999,1,True,2,0,Wine
2023-05-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-05-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-05-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-05-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-05-22,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-05-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-05-24,Brown's Bar,Sutter Home,758.44,0.0,3120.06999999999,2361.62999999999,1,True,2,0,Wine
2023-05-25,Brown's Bar,Sutter Home,245.96,1529.07,2361.62999999999,3644.74,1,True,3,0,Wine
2023-05-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-05-27,Brown's Bar,Sutter Home,226.53,0.0,3644.74,3418.20999999999,1,True,5,1,Wine
2023-05-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-05-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-05-30,Brown's Bar,Sutter Home,182.79,0.0,3418.20999999999,3235.41999999999,1,True,1,0,Wine
2023-05-31,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-06-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-06-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-06-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-06-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-06-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-06-06,Brown's Bar,Sutter Home,518.95,0.0,3235.41999999999,2716.46999999999,1,True,1,0,Wine
2023-06-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-06-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-06-09,Brown's Bar,Sutter Home,404.72,0.0,2716.46999999999,2311.74999999999,1,True,4,1,Wine
2023-06-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-06-11,Brown's Bar,Sutter Home,169.83,0.0,2311.74999999999,2141.91999999999,1,True,6,1,Wine
2023-06-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-06-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-06-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-06-15,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-06-16,Brown's Bar,Sutter Home,375.04,603.23,2141.91999999999,2370.10999999999,1,True,4,1,Wine
2023-06-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-06-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-06-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-06-20,Brown's Bar,Sutter Home,457.32,0.0,2370.10999999999,1912.78999999999,1,True,1,0,Wine
2023-06-21,Brown's Bar,Sutter Home,271.77,0.0,1912.78999999999,1641.01999999999,1,True,2,0,Wine
2023-06-22,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-06-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-06-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-06-25,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-06-26,Brown's Bar,Sutter Home,431.87,0.0,1641.01999999999,1209.14999999999,1,True,0,0,Wine
2023-06-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-06-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-06-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-06-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-07-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-07-02,Brown's Bar,Sutter Home,150.08,0.0,1209.14999999999,1059.06999999999,1,True,6,1,Wine
2023-07-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-07-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-07-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-07-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-07-07,Brown's Bar,Sutter Home,488.99,0.0,1059.06999999999,570.079999999999,1,True,4,1,Wine
2023-07-08,Brown's Bar,Sutter Home,366.81,718.87,570.079999999999,922.139999999999,1,True,5,1,Wine
2023-07-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-07-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-07-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-07-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-07-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-07-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-07-15,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-07-16,Brown's Bar,Sutter Home,416.29,0.0,922.139999999999,505.849999999999,1,True,6,1,Wine
2023-07-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-07-18,Brown's Bar,Sutter Home,383.02,0.0,505.849999999999,122.829999999999,1,True,1,0,Wine
2023-07-19,Brown's Bar,Sutter Home,122.83,0.0,122.829999999999,0.0,1,True,2,0,Wine
2023-07-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-07-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-07-22,Brown's Bar,Sutter Home,231.24,1004.69,0.0,773.45,1,True,5,1,Wine
2023-07-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-07-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-07-25,Brown's Bar,Sutter Home,453.53,1277.77,773.45,1597.69,1,True,1,0,Wine
2023-07-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-07-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-07-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-07-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-07-30,Brown's Bar,Sutter Home,157.55,1086.99,1597.69,2527.13,1,True,6,1,Wine
2023-07-31,Brown's Bar,Sutter Home,511.76,0.0,2527.13,2015.37,1,True,0,0,Wine
2023-08-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-08-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-08-03,Brown's Bar,Sutter Home,492.45,0.0,2015.37,1522.92,1,True,3,0,Wine
2023-08-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-08-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-08-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-08-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-08-08,Brown's Bar,Sutter Home,184.56,0.0,1522.92,1338.36,1,True,1,0,Wine
2023-08-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-08-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-08-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-08-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-08-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-08-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-08-15,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-08-16,Brown's Bar,Sutter Home,516.95,1610.83,1338.36,2432.24,1,True,2,0,Wine
2023-08-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-08-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-08-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-08-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-08-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-08-22,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-08-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-08-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-08-25,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-08-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-08-27,Brown's Bar,Sutter Home,275.95,1030.88,2432.24,3187.17,1,True,6,1,Wine
2023-08-28,Brown's Bar,Sutter Home,475.71,0.0,3187.17,2711.46,1,True,0,0,Wine
2023-08-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-08-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-08-31,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-09-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-09-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-09-03,Brown's Bar,Sutter Home,363.11,0.0,2711.46,2348.35,1,True,6,1,Wine
2023-09-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-09-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-09-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-09-07,Brown's Bar,Sutter Home,221.91,0.0,2348.35,2126.44,1,True,3,0,Wine
2023-09-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-09-09,Brown's Bar,Sutter Home,371.92,1450.48,2126.44,3205.0,1,True,5,1,Wine
2023-09-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-09-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-09-12,Brown's Bar,Sutter Home,144.29,0.0,3205.0,3060.71,1,True,1,0,Wine
2023-09-13,Brown's Bar,Sutter Home,587.43,1898.32,3060.71,4371.59999999999,1,True,2,0,Wine
2023-09-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-09-15,Brown's Bar,Sutter Home,296.09,0.0,4371.59999999999,4075.50999999999,1,True,4,1,Wine
2023-09-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-09-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-09-18,Brown's Bar,Sutter Home,189.53,0.0,4075.50999999999,3885.97999999999,1,True,0,0,Wine
2023-09-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-09-20,Brown's Bar,Sutter Home,229.72,0.0,3885.97999999999,3656.25999999999,1,True,2,0,Wine
2023-09-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-09-22,Brown's Bar,Sutter Home,297.92,639.03,3656.25999999999,3997.36999999999,1,True,4,1,Wine
2023-09-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-09-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-09-25,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-09-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-09-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-09-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-09-29,Brown's Bar,Sutter Home,352.97,1954.98,3997.36999999999,5599.37999999999,1,True,4,1,Wine
2023-09-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-10-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-10-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-10-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-10-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-10-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-10-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-10-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-10-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-10-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-10-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-10-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-10-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-10-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-10-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-10-15,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-10-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-10-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-10-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-10-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-10-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-10-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-10-22,Brown's Bar,Sutter Home,258.86,0.0,5599.37999999999,5340.51999999999,1,True,6,1,Wine
2023-10-23,Brown's Bar,Sutter Home,408.67,0.0,5340.51999999999,4931.84999999999,1,True,0,0,Wine
2023-10-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-10-25,Brown's Bar,Sutter Home,437.81,0.0,4931.84999999999,4494.03999999999,1,True,2,0,Wine
2023-10-26,Brown's Bar,Sutter Home,137.49,0.0,4494.03999999999,4356.54999999999,1,True,3,0,Wine
2023-10-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-10-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-10-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-10-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-10-31,Brown's Bar,Sutter Home,421.53,0.0,4356.54999999999,3935.01999999999,1,True,1,0,Wine
2023-11-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-11-02,Brown's Bar,Sutter Home,117.54,0.0,3935.01999999999,3817.47999999999,1,True,3,0,Wine
2023-11-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-11-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-11-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-11-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-11-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-11-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-11-09,Brown's Bar,Sutter Home,311.54,897.96,3817.47999999999,4403.89999999999,1,True,3,0,Wine
2023-11-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-11-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-11-12,Brown's Bar,Sutter Home,321.54,0.0,4403.89999999999,4082.35999999999,1,True,6,1,Wine
2023-11-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-11-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-11-15,Brown's Bar,Sutter Home,160.28,853.52,4082.35999999999,4775.59999999999,1,True,2,0,Wine
2023-11-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-11-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-11-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-11-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-11-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-11-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-11-22,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-11-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-11-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-11-25,Brown's Bar,Sutter Home,329.76,0.0,4775.59999999999,4445.83999999999,1,True,5,1,Wine
2023-11-26,Brown's Bar,Sutter Home,373.49,0.0,4445.83999999999,4072.34999999999,1,True,6,1,Wine
2023-11-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-11-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-11-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-11-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-12-01,Brown's Bar,Sutter Home,179.96,0.0,4072.34999999999,3892.38999999999,1,True,4,1,Wine
2023-12-02,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-12-03,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-12-04,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-12-05,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-12-06,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-12-07,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-12-08,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-12-09,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-12-10,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-12-11,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-12-12,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-12-13,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-12-14,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-12-15,Brown's Bar,Sutter Home,128.53,0.0,3892.38999999999,3763.85999999999,1,True,4,1,Wine
2023-12-16,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-12-17,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-12-18,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-12-19,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-12-20,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-12-21,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-12-22,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-12-23,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-12-24,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2023-12-25,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-12-26,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,1,0,Wine
2023-12-27,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,2,0,Wine
2023-12-28,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,3,0,Wine
2023-12-29,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,4,1,Wine
2023-12-30,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,5,1,Wine
2023-12-31,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,6,1,Wine
2024-01-01,Brown's Bar,Sutter Home,0.0,0.0,,,0,False,0,0,Wine
2023-01-01,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,6,1,Wine
2023-01-02,Brown's Bar,Yellow Tail,535.95,0.0,2792.52,2256.56999999999,1,True,0,0,Wine
2023-01-03,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,1,0,Wine
2023-01-04,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,2,0,Wine
2023-01-05,Brown's Bar,Yellow Tail,552.5,0.0,2256.56999999999,1704.06999999999,1,True,3,0,Wine
2023-01-06,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,4,1,Wine
2023-01-07,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,5,1,Wine
2023-01-08,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,6,1,Wine
2023-01-09,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,0,0,Wine
2023-01-10,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,1,0,Wine
2023-01-11,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,2,0,Wine
2023-01-12,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,3,0,Wine
2023-01-13,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,4,1,Wine
2023-01-14,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,5,1,Wine
2023-01-15,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,6,1,Wine
2023-01-16,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,0,0,Wine
2023-01-17,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,1,0,Wine
2023-01-18,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,2,0,Wine
2023-01-19,Brown's Bar,Yellow Tail,102.22,1727.45,1704.06999999999,3329.29999999999,1,True,3,0,Wine
2023-01-20,Brown's Bar,Yellow Tail,420.12,0.0,3329.29999999999,2909.18,1,True,4,1,Wine
2023-01-21,Brown's Bar,Yellow Tail,555.73,0.0,2909.18,2353.45,1,True,5,1,Wine
2023-01-22,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,6,1,Wine
2023-01-23,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,0,0,Wine
2023-01-24,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,1,0,Wine
2023-01-25,Brown's Bar,Yellow Tail,0.0,0.0,,,0,False,2,0,Wine
2023-01-26,Brown's Bar,Yellow Tail,0.0,0.0,2353.45,2353.45,1,True,3,0,Wine
