Bar Name,Brand Name,abc_class,series_class,lead_time_days,service_level,z_score,avg_forecast_demand_per_day_ml,forecast_rmse_ml,lead_time_demand_ml,safety_stock_ml,par_level_ml,reorder_point_ml
Brown's Bar,Jim Beam,A,intermittent-stable,2,90%,1.282,77.9,187.2,155.8,339.3,495.2,495.2
Brown's Bar,Jim Beam,A,intermittent-stable,2,95%,1.645,77.9,187.2,155.8,435.4,591.3,591.3
Brown's Bar,Jim Beam,A,intermittent-stable,2,99%,2.326,77.9,187.2,155.8,615.7,771.5,771.5
Brown's Bar,Jim Beam,A,intermittent-stable,3,90%,1.282,77.9,187.2,233.8,415.6,649.4,649.4
Brown's Bar,Jim Beam,A,intermittent-stable,3,95%,1.645,77.9,187.2,233.8,533.3,767.0,767.0
Brown's Bar,Jim Beam,A,intermittent-stable,3,99%,2.326,77.9,187.2,233.8,754.0,987.8,987.8
Brown's Bar,Jim Beam,A,intermittent-stable,5,90%,1.282,77.9,187.2,389.6,536.5,926.1,926.1
Brown's Bar,Jim Beam,A,intermittent-stable,5,95%,1.645,77.9,187.2,389.6,688.5,1078.1,1078.1
Brown's Bar,Jim Beam,A,intermittent-stable,5,99%,2.326,77.9,187.2,389.6,973.5,1363.1,1363.1
Brown's Bar,Malibu,A,intermittent-volatile,2,90%,1.282,67.2,166.9,134.4,302.5,437.0,437.0
Brown's Bar,Malibu,A,intermittent-volatile,2,95%,1.645,67.2,166.9,134.4,388.2,522.6,522.6
Brown's Bar,Malibu,A,intermittent-volatile,2,99%,2.326,67.2,166.9,134.4,548.9,683.3,683.3
Brown's Bar,Malibu,A,intermittent-volatile,3,90%,1.282,67.2,166.9,201.7,370.5,572.2,572.2
Brown's Bar,Malibu,A,intermittent-volatile,3,95%,1.645,67.2,166.9,201.7,475.4,677.1,677.1
Brown's Bar,Malibu,A,intermittent-volatile,3,99%,2.326,67.2,166.9,201.7,672.2,873.9,873.9
Brown's Bar,Malibu,A,intermittent-volatile,5,90%,1.282,67.2,166.9,336.1,478.3,814.4,814.4
Brown's Bar,Malibu,A,intermittent-volatile,5,95%,1.645,67.2,166.9,336.1,613.8,949.8,949.8
Brown's Bar,Malibu,A,intermittent-volatile,5,99%,2.326,67.2,166.9,336.1,867.8,1203.9,1203.9
Brown's Bar,Miller,B,intermittent-seasonal,2,90%,1.282,27.6,85.0,55.1,154.2,209.3,209.3
Brown's Bar,Miller,B,intermittent-seasonal,2,95%,1.645,27.6,85.0,55.1,197.8,253.0,253.0
Brown's Bar,Miller,B,intermittent-seasonal,2,99%,2.326,27.6,85.0,55.1,279.8,334.9,334.9
Brown's Bar,Miller,B,intermittent-seasonal,3,90%,1.282,27.6,85.0,82.7,188.8,271.5,271.5
Brown's Bar,Miller,B,intermittent-seasonal,3,95%,1.645,27.6,85.0,82.7,242.3,325.0,325.0
Brown's Bar,Miller,B,intermittent-seasonal,3,99%,2.326,27.6,85.0,82.7,342.6,425.3,425.3
Brown's Bar,Miller,B,intermittent-seasonal,5,90%,1.282,27.6,85.0,137.8,243.8,381.6,381.6
Brown's Bar,Miller,B,intermittent-seasonal,5,95%,1.645,27.6,85.0,137.8,312.8,450.6,450.6
Brown's Bar,Miller,B,intermittent-seasonal,5,99%,2.326,27.6,85.0,137.8,442.3,580.1,580.1
Brown's Bar,Smirnoff,B,intermittent-seasonal,2,90%,1.282,68.1,162.4,136.2,294.5,430.7,430.7
Brown's Bar,Smirnoff,B,intermittent-seasonal,2,95%,1.645,68.1,162.4,136.2,377.9,514.1,514.1
Brown's Bar,Smirnoff,B,intermittent-seasonal,2,99%,2.326,68.1,162.4,136.2,534.4,670.5,670.5
Brown's Bar,Smirnoff,B,intermittent-seasonal,3,90%,1.282,68.1,162.4,204.3,360.7,565.0,565.0
Brown's Bar,Smirnoff,B,intermittent-seasonal,3,95%,1.645,68.1,162.4,204.3,462.8,667.1,667.1
Brown's Bar,Smirnoff,B,intermittent-seasonal,3,99%,2.326,68.1,162.4,204.3,654.5,858.7,858.7
Brown's Bar,Smirnoff,B,intermittent-seasonal,5,90%,1.282,68.1,162.4,340.5,465.7,806.1,806.1
Brown's Bar,Smirnoff,B,intermittent-seasonal,5,95%,1.645,68.1,162.4,340.5,597.5,938.0,938.0
Brown's Bar,Smirnoff,B,intermittent-seasonal,5,99%,2.326,68.1,162.4,340.5,844.9,1185.4,1185.4
Brown's Bar,Sutter Home,A,intermittent-volatile,2,90%,1.282,48.5,123.9,96.9,224.7,321.7,321.7
Brown's Bar,Sutter Home,A,intermittent-volatile,2,95%,1.645,48.5,123.9,96.9,288.3,385.3,385.3
Brown's Bar,Sutter Home,A,intermittent-volatile,2,99%,2.326,48.5,123.9,96.9,407.7,504.7,504.7
Brown's Bar,Sutter Home,A,intermittent-volatile,3,90%,1.282,48.5,123.9,145.4,275.2,420.6,420.6
Brown's Bar,Sutter Home,A,intermittent-volatile,3,95%,1.645,48.5,123.9,145.4,353.1,498.6,498.6
Brown's Bar,Sutter Home,A,intermittent-volatile,3,99%,2.326,48.5,123.9,145.4,499.3,644.8,644.8
Brown's Bar,Sutter Home,A,intermittent-volatile,5,90%,1.282,48.5,123.9,242.4,355.3,597.7,597.7
Brown's Bar,Sutter Home,A,intermittent-volatile,5,95%,1.645,48.5,123.9,242.4,455.9,698.3,698.3
Brown's Bar,Sutter Home,A,intermittent-volatile,5,99%,2.326,48.5,123.9,242.4,644.7,887.0,887.0
Brown's Bar,Yellow Tail,A,intermittent-volatile,2,90%,1.282,79.0,207.7,157.9,376.5,534.4,534.4
Brown's Bar,Yellow Tail,A,intermittent-volatile,2,95%,1.645,79.0,207.7,157.9,483.1,641.0,641.0
Brown's Bar,Yellow Tail,A,intermittent-volatile,2,99%,2.326,79.0,207.7,157.9,683.1,841.0,841.0
Brown's Bar,Yellow Tail,A,intermittent-volatile,3,90%,1.282,79.0,207.7,236.9,461.1,698.0,698.0
Brown's Bar,Yellow Tail,A,intermittent-volatile,3,95%,1.645,79.0,207.7,236.9,591.7,828.6,828.6
Brown's Bar,Yellow Tail,A,intermittent-volatile,3,99%,2.326,79.0,207.7,236.9,836.6,1073.5,1073.5
Brown's Bar,Yellow Tail,A,intermittent-volatile,5,90%,1.282,79.0,207.7,394.8,595.3,990.1,990.1
Brown's Bar,Yellow Tail,A,intermittent-volatile,5,95%,1.645,79.0,207.7,394.8,763.9,1158.6,1158.6
Brown's Bar,Yellow Tail,A,intermittent-volatile,5,99%,2.326,79.0,207.7,394.8,1080.1,1474.9,1474.9
Johnson's Bar,Absolut,A,intermittent-seasonal,2,90%,1.282,63.4,155.5,126.8,281.8,408.6,408.6
Johnson's Bar,Absolut,A,intermittent-seasonal,2,95%,1.645,63.4,155.5,126.8,361.7,488.4,488.4
Johnson's Bar,Absolut,A,intermittent-seasonal,2,99%,2.326,63.4,155.5,126.8,511.4,638.2,638.2
Johnson's Bar,Absolut,A,intermittent-seasonal,3,90%,1.282,63.4,155.5,190.2,345.2,535.4,535.4
Johnson's Bar,Absolut,A,intermittent-seasonal,3,95%,1.645,63.4,155.5,190.2,442.9,633.1,633.1
Johnson's Bar,Absolut,A,intermittent-seasonal,3,99%,2.326,63.4,155.5,190.2,626.3,816.5,816.5
Johnson's Bar,Absolut,A,intermittent-seasonal,5,90%,1.282,63.4,155.5,317.0,445.6,762.6,762.6
Johnson's Bar,Absolut,A,intermittent-seasonal,5,95%,1.645,63.4,155.5,317.0,571.8,888.8,888.8
Johnson's Bar,Absolut,A,intermittent-seasonal,5,99%,2.326,63.4,155.5,317.0,808.5,1125.5,1125.5
Johnson's Bar,Bacardi,A,intermittent-stable,2,90%,1.282,64.0,163.8,128.1,296.9,425.0,425.0
Johnson's Bar,Bacardi,A,intermittent-stable,2,95%,1.645,64.0,163.8,128.1,381.0,509.1,509.1
Johnson's Bar,Bacardi,A,intermittent-stable,2,99%,2.326,64.0,163.8,128.1,538.7,666.8,666.8
Johnson's Bar,Bacardi,A,intermittent-stable,3,90%,1.282,64.0,163.8,192.1,363.7,555.8,555.8
Johnson's Bar,Bacardi,A,intermittent-stable,3,95%,1.645,64.0,163.8,192.1,466.6,658.8,658.8
Johnson's Bar,Bacardi,A,intermittent-stable,3,99%,2.326,64.0,163.8,192.1,659.8,852.0,852.0
Johnson's Bar,Bacardi,A,intermittent-stable,5,90%,1.282,64.0,163.8,320.2,469.5,789.7,789.7
Johnson's Bar,Bacardi,A,intermittent-stable,5,95%,1.645,64.0,163.8,320.2,602.4,922.7,922.7
Johnson's Bar,Bacardi,A,intermittent-stable,5,99%,2.326,64.0,163.8,320.2,851.8,1172.0,1172.0
Johnson's Bar,Barefoot,A,intermittent-seasonal,2,90%,1.282,26.7,99.9,53.4,181.2,234.5,234.5
Johnson's Bar,Barefoot,A,intermittent-seasonal,2,95%,1.645,26.7,99.9,53.4,232.5,285.8,285.8
Johnson's Bar,Barefoot,A,intermittent-seasonal,2,99%,2.326,26.7,99.9,53.4,328.7,382.1,382.1
Johnson's Bar,Barefoot,A,intermittent-seasonal,3,90%,1.282,26.7,99.9,80.0,221.9,301.9,301.9
Johnson's Bar,Barefoot,A,intermittent-seasonal,3,95%,1.645,26.7,99.9,80.0,284.7,364.7,364.7
Johnson's Bar,Barefoot,A,intermittent-seasonal,3,99%,2.326,26.7,99.9,80.0,402.6,482.6,482.6
Johnson's Bar,Barefoot,A,intermittent-seasonal,5,90%,1.282,26.7,99.9,133.4,286.4,419.8,419.8
Johnson's Bar,Barefoot,A,intermittent-seasonal,5,95%,1.645,26.7,99.9,133.4,367.6,500.9,500.9
Johnson's Bar,Barefoot,A,intermittent-seasonal,5,99%,2.326,26.7,99.9,133.4,519.7,653.1,653.1
Johnson's Bar,Budweiser,A,intermittent-seasonal,2,90%,1.282,39.6,134.4,79.1,243.7,322.8,322.8
Johnson's Bar,Budweiser,A,intermittent-seasonal,2,95%,1.645,39.6,134.4,79.1,312.7,391.8,391.8
Johnson's Bar,Budweiser,A,intermittent-seasonal,2,99%,2.326,39.6,134.4,79.1,442.1,521.2,521.2
Johnson's Bar,Budweiser,A,intermittent-seasonal,3,90%,1.282,39.6,134.4,118.7,298.4,417.1,417.1
Johnson's Bar,Budweiser,A,intermittent-seasonal,3,95%,1.645,39.6,134.4,118.7,382.9,501.6,501.6
Johnson's Bar,Budweiser,A,intermittent-seasonal,3,99%,2.326,39.6,134.4,118.7,541.5,660.2,660.2
Johnson's Bar,Budweiser,A,intermittent-seasonal,5,90%,1.282,39.6,134.4,197.8,385.3,583.1,583.1
Johnson's Bar,Budweiser,A,intermittent-seasonal,5,95%,1.645,39.6,134.4,197.8,494.4,692.2,692.2
Johnson's Bar,Budweiser,A,intermittent-seasonal,5,99%,2.326,39.6,134.4,197.8,699.0,896.9,896.9
Johnson's Bar,Captain Morgan,A,intermittent-stable,2,90%,1.282,67.9,151.7,135.7,275.1,410.8,410.8
Johnson's Bar,Captain Morgan,A,intermittent-stable,2,95%,1.645,67.9,151.7,135.7,352.9,488.7,488.7
Johnson's Bar,Captain Morgan,A,intermittent-stable,2,99%,2.326,67.9,151.7,135.7,499.1,634.8,634.8
Johnson's Bar,Captain Morgan,A,intermittent-stable,3,90%,1.282,67.9,151.7,203.6,336.9,540.5,540.5
Johnson's Bar,Captain Morgan,A,intermittent-stable,3,95%,1.645,67.9,151.7,203.6,432.3,635.9,635.9
Johnson's Bar,Captain Morgan,A,intermittent-stable,3,99%,2.326,67.9,151.7,203.6,611.2,814.8,814.8
Johnson's Bar,Captain Morgan,A,intermittent-stable,5,90%,1.282,67.9,151.7,339.4,434.9,774.3,774.3
Johnson's Bar,Captain Morgan,A,intermittent-stable,5,95%,1.645,67.9,151.7,339.4,558.0,897.4,897.4
Johnson's Bar,Captain Morgan,A,intermittent-stable,5,99%,2.326,67.9,151.7,339.4,789.1,1128.4,1128.4
Johnson's Bar,Coors,A,intermittent-volatile,2,90%,1.282,54.9,148.6,109.8,269.4,379.2,379.2
Johnson's Bar,Coors,A,intermittent-volatile,2,95%,1.645,54.9,148.6,109.8,345.6,455.4,455.4
Johnson's Bar,Coors,A,intermittent-volatile,2,99%,2.326,54.9,148.6,109.8,488.7,598.5,598.5
Johnson's Bar,Coors,A,intermittent-volatile,3,90%,1.282,54.9,148.6,164.7,329.9,494.6,494.6
Johnson's Bar,Coors,A,intermittent-volatile,3,95%,1.645,54.9,148.6,164.7,423.3,588.0,588.0
Johnson's Bar,Coors,A,intermittent-volatile,3,99%,2.326,54.9,148.6,164.7,598.6,763.3,763.3
Johnson's Bar,Coors,A,intermittent-volatile,5,90%,1.282,54.9,148.6,274.5,425.9,700.4,700.4
Johnson's Bar,Coors,A,intermittent-volatile,5,95%,1.645,54.9,148.6,274.5,546.5,821.0,821.0
Johnson's Bar,Coors,A,intermittent-volatile,5,99%,2.326,54.9,148.6,274.5,772.7,1047.2,1047.2
Johnson's Bar,Grey Goose,A,intermittent-volatile,2,90%,1.282,71.1,196.9,142.2,356.9,499.1,499.1
Johnson's Bar,Grey Goose,A,intermittent-volatile,2,95%,1.645,71.1,196.9,142.2,458.0,600.1,600.1
Johnson's Bar,Grey Goose,A,intermittent-volatile,2,99%,2.326,71.1,196.9,142.2,647.5,789.7,789.7
Johnson's Bar,Grey Goose,A,intermittent-volatile,3,90%,1.282,71.1,196.9,213.3,437.1,650.4,650.4
Johnson's Bar,Grey Goose,A,intermittent-volatile,3,95%,1.645,71.1,196.9,213.3,560.9,774.2,774.2
Johnson's Bar,Grey Goose,A,intermittent-volatile,3,99%,2.326,71.1,196.9,213.3,793.1,1006.4,1006.4
Johnson's Bar,Grey Goose,A,intermittent-volatile,5,90%,1.282,71.1,196.9,355.5,564.3,919.8,919.8
Johnson's Bar,Grey Goose,A,intermittent-volatile,5,95%,1.645,71.1,196.9,355.5,724.1,1079.6,1079.6
Johnson's Bar,Grey Goose,A,intermittent-volatile,5,99%,2.326,71.1,196.9,355.5,1023.9,1379.3,1379.3
Johnson's Bar,Heineken,A,intermittent-volatile,2,90%,1.282,74.7,174.4,149.5,316.1,465.6,465.6
Johnson's Bar,Heineken,A,intermittent-volatile,2,95%,1.645,74.7,174.4,149.5,405.6,555.1,555.1
Johnson's Bar,Heineken,A,intermittent-volatile,2,99%,2.326,74.7,174.4,149.5,573.5,723.0,723.0
Johnson's Bar,Heineken,A,intermittent-volatile,3,90%,1.282,74.7,174.4,224.2,387.2,611.4,611.4
Johnson's Bar,Heineken,A,intermittent-volatile,3,95%,1.645,74.7,174.4,224.2,496.8,721.0,721.0
Johnson's Bar,Heineken,A,intermittent-volatile,3,99%,2.326,74.7,174.4,224.2,702.5,926.6,926.6
Johnson's Bar,Heineken,A,intermittent-volatile,5,90%,1.282,74.7,174.4,373.7,499.8,873.5,873.5
Johnson's Bar,Heineken,A,intermittent-volatile,5,95%,1.645,74.7,174.4,373.7,641.4,1015.0,1015.0
Johnson's Bar,Heineken,A,intermittent-volatile,5,99%,2.326,74.7,174.4,373.7,906.9,1280.5,1280.5
Johnson's Bar,Jack Daniels,A,intermittent-volatile,2,90%,1.282,51.5,154.6,102.9,280.2,383.2,383.2
Johnson's Bar,Jack Daniels,A,intermittent-volatile,2,95%,1.645,51.5,154.6,102.9,359.6,462.5,462.5
Johnson's Bar,Jack Daniels,A,intermittent-volatile,2,99%,2.326,51.5,154.6,102.9,508.5,611.4,611.4
Johnson's Bar,Jack Daniels,A,intermittent-volatile,3,90%,1.282,51.5,154.6,154.4,343.2,497.6,497.6
Johnson's Bar,Jack Daniels,A,intermittent-volatile,3,95%,1.645,51.5,154.6,154.4,440.4,594.8,594.8
Johnson's Bar,Jack Daniels,A,intermittent-volatile,3,99%,2.326,51.5,154.6,154.4,622.7,777.1,777.1
Johnson's Bar,Jack Daniels,A,intermittent-volatile,5,90%,1.282,51.5,154.6,257.3,443.1,700.4,700.4
Johnson's Bar,Jack Daniels,A,intermittent-volatile,5,95%,1.645,51.5,154.6,257.3,568.6,825.9,825.9
Johnson's Bar,Jack Daniels,A,intermittent-volatile,5,99%,2.326,51.5,154.6,257.3,803.9,1061.2,1061.2
Johnson's Bar,Jameson,B,intermittent-volatile,2,90%,1.282,45.8,128.9,91.6,233.6,325.3,325.3
Johnson's Bar,Jameson,B,intermittent-volatile,2,95%,1.645,45.8,128.9,91.6,299.8,391.4,391.4
Johnson's Bar,Jameson,B,intermittent-volatile,2,99%,2.326,45.8,128.9,91.6,423.9,515.5,515.5
Johnson's Bar,Jameson,B,intermittent-volatile,3,90%,1.282,45.8,128.9,137.4,286.1,423.6,423.6
Johnson's Bar,Jameson,B,intermittent-volatile,3,95%,1.645,45.8,128.9,137.4,367.2,504.6,504.6
Johnson's Bar,Jameson,B,intermittent-volatile,3,99%,2.326,45.8,128.9,137.4,519.2,656.6,656.6
Johnson's Bar,Jameson,B,intermittent-volatile,5,90%,1.282,45.8,128.9,229.1,369.4,598.5,598.5
Johnson's Bar,Jameson,B,intermittent-volatile,5,95%,1.645,45.8,128.9,229.1,474.0,703.1,703.1
Johnson's Bar,Jameson,B,intermittent-volatile,5,99%,2.326,45.8,128.9,229.1,670.2,899.3,899.3
Johnson's Bar,Jim Beam,B,intermittent-stable,2,90%,1.282,77.6,161.8,155.3,293.4,448.7,448.7
Johnson's Bar,Jim Beam,B,intermittent-stable,2,95%,1.645,77.6,161.8,155.3,376.4,531.7,531.7
Johnson's Bar,Jim Beam,B,intermittent-stable,2,99%,2.326,77.6,161.8,155.3,532.3,687.6,687.6
Johnson's Bar,Jim Beam,B,intermittent-stable,3,90%,1.282,77.6,161.8,232.9,359.3,592.2,592.2
Johnson's Bar,Jim Beam,B,intermittent-stable,3,95%,1.645,77.6,161.8,232.9,461.0,694.0,694.0
Johnson's Bar,Jim Beam,B,intermittent-stable,3,99%,2.326,77.6,161.8,232.9,651.9,884.9,884.9
Johnson's Bar,Jim Beam,B,intermittent-stable,5,90%,1.282,77.6,161.8,388.2,463.9,852.1,852.1
Johnson's Bar,Jim Beam,B,intermittent-stable,5,95%,1.645,77.6,161.8,388.2,595.2,983.4,983.4
Johnson's Bar,Jim Beam,B,intermittent-stable,5,99%,2.326,77.6,161.8,388.2,841.6,1229.8,1229.8
Johnson's Bar,Malibu,A,intermittent-seasonal,2,90%,1.282,87.9,184.3,175.9,334.1,510.0,510.0
Johnson's Bar,Malibu,A,intermittent-seasonal,2,95%,1.645,87.9,184.3,175.9,428.8,604.6,604.6
Johnson's Bar,Malibu,A,intermittent-seasonal,2,99%,2.326,87.9,184.3,175.9,606.3,782.1,782.1
Johnson's Bar,Malibu,A,intermittent-seasonal,3,90%,1.282,87.9,184.3,263.8,409.2,673.1,673.1
Johnson's Bar,Malibu,A,intermittent-seasonal,3,95%,1.645,87.9,184.3,263.8,525.1,788.9,788.9
Johnson's Bar,Malibu,A,intermittent-seasonal,3,99%,2.326,87.9,184.3,263.8,742.5,1006.3,1006.3
Johnson's Bar,Malibu,A,intermittent-seasonal,5,90%,1.282,87.9,184.3,439.7,528.3,968.0,968.0
Johnson's Bar,Malibu,A,intermittent-seasonal,5,95%,1.645,87.9,184.3,439.7,677.9,1117.6,1117.6
Johnson's Bar,Malibu,A,intermittent-seasonal,5,99%,2.326,87.9,184.3,439.7,958.6,1398.3,1398.3
Johnson's Bar,Miller,B,intermittent-volatile,2,90%,1.282,62.8,156.5,125.6,283.8,409.4,409.4
Johnson's Bar,Miller,B,intermittent-volatile,2,95%,1.645,62.8,156.5,125.6,364.1,489.7,489.7
Johnson's Bar,Miller,B,intermittent-volatile,2,99%,2.326,62.8,156.5,125.6,514.9,640.5,640.5
Johnson's Bar,Miller,B,intermittent-volatile,3,90%,1.282,62.8,156.5,188.3,347.6,535.9,535.9
Johnson's Bar,Miller,B,intermittent-volatile,3,95%,1.645,62.8,156.5,188.3,446.0,634.3,634.3
Johnson's Bar,Miller,B,intermittent-volatile,3,99%,2.326,62.8,156.5,188.3,630.6,819.0,819.0
Johnson's Bar,Miller,B,intermittent-volatile,5,90%,1.282,62.8,156.5,313.9,448.7,762.6,762.6
Johnson's Bar,Miller,B,intermittent-volatile,5,95%,1.645,62.8,156.5,313.9,575.8,889.7,889.7
Johnson's Bar,Miller,B,intermittent-volatile,5,99%,2.326,62.8,156.5,313.9,814.1,1128.0,1128.0
Johnson's Bar,Smirnoff,A,intermittent-stable,2,90%,1.282,42.8,128.7,85.6,233.3,318.9,318.9
Johnson's Bar,Smirnoff,A,intermittent-stable,2,95%,1.645,42.8,128.7,85.6,299.3,384.9,384.9
Johnson's Bar,Smirnoff,A,intermittent-stable,2,99%,2.326,42.8,128.7,85.6,423.2,508.8,508.8
Johnson's Bar,Smirnoff,A,intermittent-stable,3,90%,1.282,42.8,128.7,128.4,285.7,414.1,414.1
Johnson's Bar,Smirnoff,A,intermittent-stable,3,95%,1.645,42.8,128.7,128.4,366.6,495.0,495.0
Johnson's Bar,Smirnoff,A,intermittent-stable,3,99%,2.326,42.8,128.7,128.4,518.4,646.7,646.7
Johnson's Bar,Smirnoff,A,intermittent-stable,5,90%,1.282,42.8,128.7,214.0,368.8,582.8,582.8
Johnson's Bar,Smirnoff,A,intermittent-stable,5,95%,1.645,42.8,128.7,214.0,473.3,687.3,687.3
Johnson's Bar,Smirnoff,A,intermittent-stable,5,99%,2.326,42.8,128.7,214.0,669.2,883.2,883.2
Johnson's Bar,Sutter Home,A,intermittent-stable,2,90%,1.282,56.2,159.0,112.4,288.2,400.6,400.6
Johnson's Bar,Sutter Home,A,intermittent-stable,2,95%,1.645,56.2,159.0,112.4,369.8,482.3,482.3
Johnson's Bar,Sutter Home,A,intermittent-stable,2,99%,2.326,56.2,159.0,112.4,523.0,635.4,635.4
Johnson's Bar,Sutter Home,A,intermittent-stable,3,90%,1.282,56.2,159.0,168.6,353.0,521.6,521.6
Johnson's Bar,Sutter Home,A,intermittent-stable,3,95%,1.645,56.2,159.0,168.6,453.0,621.6,621.6
Johnson's Bar,Sutter Home,A,intermittent-stable,3,99%,2.326,56.2,159.0,168.6,640.5,809.1,809.1
Johnson's Bar,Sutter Home,A,intermittent-stable,5,90%,1.282,56.2,159.0,281.0,455.7,736.7,736.7
Johnson's Bar,Sutter Home,A,intermittent-stable,5,95%,1.645,56.2,159.0,281.0,584.8,865.8,865.8
Johnson's Bar,Sutter Home,A,intermittent-stable,5,99%,2.326,56.2,159.0,281.0,826.9,1107.9,1107.9
Johnson's Bar,Yellow Tail,A,intermittent-volatile,2,90%,1.282,83.2,162.9,166.4,295.3,461.8,461.8
Johnson's Bar,Yellow Tail,A,intermittent-volatile,2,95%,1.645,83.2,162.9,166.4,379.0,545.4,545.4
Johnson's Bar,Yellow Tail,A,intermittent-volatile,2,99%,2.326,83.2,162.9,166.4,535.9,702.3,702.3
Johnson's Bar,Yellow Tail,A,intermittent-volatile,3,90%,1.282,83.2,162.9,249.7,361.7,611.4,611.4
Johnson's Bar,Yellow Tail,A,intermittent-volatile,3,95%,1.645,83.2,162.9,249.7,464.1,713.8,713.8
Johnson's Bar,Yellow Tail,A,intermittent-volatile,3,99%,2.326,83.2,162.9,249.7,656.3,906.0,906.0
Johnson's Bar,Yellow Tail,A,intermittent-volatile,5,90%,1.282,83.2,162.9,416.1,467.0,883.1,883.1
Johnson's Bar,Yellow Tail,A,intermittent-volatile,5,95%,1.645,83.2,162.9,416.1,599.2,1015.3,1015.3
Johnson's Bar,Yellow Tail,A,intermittent-volatile,5,99%,2.326,83.2,162.9,416.1,847.3,1263.4,1263.4
Smith's Bar,Absolut,A,intermittent-volatile,2,90%,1.282,66.7,142.9,133.4,259.1,392.5,392.5
Smith's Bar,Absolut,A,intermittent-volatile,2,95%,1.645,66.7,142.9,133.4,332.5,465.9,465.9
Smith's Bar,Absolut,A,intermittent-volatile,2,99%,2.326,66.7,142.9,133.4,470.1,603.5,603.5
Smith's Bar,Absolut,A,intermittent-volatile,3,90%,1.282,66.7,142.9,200.1,317.3,517.4,517.4
Smith's Bar,Absolut,A,intermittent-volatile,3,95%,1.645,66.7,142.9,200.1,407.2,607.3,607.3
Smith's Bar,Absolut,A,intermittent-volatile,3,99%,2.326,66.7,142.9,200.1,575.7,775.8,775.8
Smith's Bar,Absolut,A,intermittent-volatile,5,90%,1.282,66.7,142.9,333.5,409.7,743.2,743.2
Smith's Bar,Absolut,A,intermittent-volatile,5,95%,1.645,66.7,142.9,333.5,525.7,859.2,859.2
Smith's Bar,Absolut,A,intermittent-volatile,5,99%,2.326,66.7,142.9,333.5,743.3,1076.8,1076.8
Smith's Bar,Bacardi,A,intermittent-stable,2,90%,1.282,70.1,153.0,140.3,277.4,417.6,417.6
Smith's Bar,Bacardi,A,intermittent-stable,2,95%,1.645,70.1,153.0,140.3,355.9,496.1,496.1
Smith's Bar,Bacardi,A,intermittent-stable,2,99%,2.326,70.1,153.0,140.3,503.2,643.5,643.5
Smith's Bar,Bacardi,A,intermittent-stable,3,90%,1.282,70.1,153.0,210.4,339.7,550.1,550.1
Smith's Bar,Bacardi,A,intermittent-stable,3,95%,1.645,70.1,153.0,210.4,435.9,646.3,646.3
Smith's Bar,Bacardi,A,intermittent-stable,3,99%,2.326,70.1,153.0,210.4,616.3,826.7,826.7
Smith's Bar,Bacardi,A,intermittent-stable,5,90%,1.282,70.1,153.0,350.7,438.5,789.2,789.2
Smith's Bar,Bacardi,A,intermittent-stable,5,95%,1.645,70.1,153.0,350.7,562.7,913.4,913.4
Smith's Bar,Bacardi,A,intermittent-stable,5,99%,2.326,70.1,153.0,350.7,795.7,1146.3,1146.3
Smith's Bar,Barefoot,A,intermittent-stable,2,90%,1.282,58.1,160.8,116.1,291.5,407.6,407.6
Smith's Bar,Barefoot,A,intermittent-stable,2,95%,1.645,58.1,160.8,116.1,374.0,490.1,490.1
Smith's Bar,Barefoot,A,intermittent-stable,2,99%,2.326,58.1,160.8,116.1,528.8,645.0,645.0
Smith's Bar,Barefoot,A,intermittent-stable,3,90%,1.282,58.1,160.8,174.2,357.0,531.2,531.2
Smith's Bar,Barefoot,A,intermittent-stable,3,95%,1.645,58.1,160.8,174.2,458.1,632.2,632.2
Smith's Bar,Barefoot,A,intermittent-stable,3,99%,2.326,58.1,160.8,174.2,647.7,821.9,821.9
Smith's Bar,Barefoot,A,intermittent-stable,5,90%,1.282,58.1,160.8,290.3,460.9,751.1,751.1
Smith's Bar,Barefoot,A,intermittent-stable,5,95%,1.645,58.1,160.8,290.3,591.4,881.6,881.6
Smith's Bar,Barefoot,A,intermittent-stable,5,99%,2.326,58.1,160.8,290.3,836.2,1126.4,1126.4
Smith's Bar,Budweiser,C,intermittent-seasonal,2,90%,1.282,46.3,146.5,92.7,265.6,358.3,358.3
Smith's Bar,Budweiser,C,intermittent-seasonal,2,95%,1.645,46.3,146.5,92.7,340.8,433.5,433.5
Smith's Bar,Budweiser,C,intermittent-seasonal,2,99%,2.326,46.3,146.5,92.7,481.9,574.6,574.6
Smith's Bar,Budweiser,C,intermittent-seasonal,3,90%,1.282,46.3,146.5,139.0,325.3,464.4,464.4
Smith's Bar,Budweiser,C,intermittent-seasonal,3,95%,1.645,46.3,146.5,139.0,417.4,556.5,556.5
Smith's Bar,Budweiser,C,intermittent-seasonal,3,99%,2.326,46.3,146.5,139.0,590.2,729.3,729.3
Smith's Bar,Budweiser,C,intermittent-seasonal,5,90%,1.282,46.3,146.5,231.7,420.0,651.7,651.7
Smith's Bar,Budweiser,C,intermittent-seasonal,5,95%,1.645,46.3,146.5,231.7,538.9,770.6,770.6
Smith's Bar,Budweiser,C,intermittent-seasonal,5,99%,2.326,46.3,146.5,231.7,762.0,993.7,993.7
Smith's Bar,Captain Morgan,A,intermittent-volatile,2,90%,1.282,34.3,126.6,68.5,229.5,298.0,298.0
